Packet_Num,Time,Source,Destination,Protocol,Length
"8","31.530196","192.168.20.2","192.168.3.101","TCP","74"
"9","31.530218","192.168.20.2","192.168.3.101","TCP","74"
"10","31.530228","192.168.20.2","192.168.3.101","TCP","74"
"11","31.530238","192.168.20.2","192.168.3.101","TCP","74"
"12","31.530248","192.168.20.2","192.168.3.101","TCP","74"
"13","31.530274","192.168.20.2","192.168.3.101","TCP","74"
"16","31.530603","192.168.3.101","192.168.20.2","TCP","74"
"17","31.530628","192.168.3.101","192.168.20.2","TCP","74"
"18","31.530639","192.168.3.101","192.168.20.2","TCP","74"
"19","31.530648","192.168.3.101","192.168.20.2","TCP","74"
"20","31.530655","192.168.3.101","192.168.20.2","TCP","74"
"21","31.530663","192.168.3.101","192.168.20.2","TCP","74"
"22","31.552079","192.168.20.2","192.168.3.101","TCP","66"
"23","31.560101","192.168.20.2","192.168.3.101","TCP","66"
"24","31.56014","192.168.20.2","192.168.3.101","TCP","66"
"25","31.560151","192.168.20.2","192.168.3.101","TCP","66"
"26","31.560175","192.168.20.2","192.168.3.101","TCP","66"
"27","31.560184","192.168.20.2","192.168.3.101","TCP","66"
"33","32.002043","192.168.20.2","192.168.3.101","TCP","74"
"34","32.00228","192.168.3.101","192.168.20.2","TCP","74"
"35","32.008021","192.168.20.2","192.168.3.101","TCP","74"
"36","32.00822","192.168.3.101","192.168.20.2","TCP","74"
"37","32.022031","192.168.20.2","192.168.3.101","TCP","66"
"38","32.030337","192.168.20.2","192.168.3.101","HTTP","414"
"39","32.030356","192.168.20.2","192.168.3.101","TCP","66"
"40","32.030366","192.168.20.2","192.168.3.101","HTTP","409"
"41","32.030516","192.168.3.101","192.168.20.2","TCP","66"
"42","32.030545","192.168.3.101","192.168.20.2","TCP","66"
"43","32.030567","192.168.3.101","192.168.20.2","TCP","83"
"44","32.030907","192.168.3.101","192.168.20.2","TCP","83"
"45","32.0522","192.168.20.2","192.168.3.101","TCP","66"
"46","32.052398","192.168.3.101","192.168.20.2","HTTP","240"
"47","32.059971","192.168.20.2","192.168.3.101","TCP","66"
"48","32.060063","192.168.3.101","192.168.20.2","HTTP","218"
"49","32.072025","192.168.20.2","192.168.3.101","TCP","66"
"50","32.082019","192.168.20.2","192.168.3.101","TCP","66"
"51","32.090103","192.168.20.2","192.168.3.101","HTTP","415"
"52","32.090371","192.168.3.101","192.168.20.2","TCP","83"
"53","32.144128","192.168.20.2","192.168.3.101","TCP","66"
"54","32.144335","192.168.3.101","192.168.20.2","HTTP","238"
"55","32.170988","192.168.20.2","192.168.3.101","TCP","66"
"56","32.179252","192.168.20.2","192.168.3.101","TCP","586"
"57","32.180315","192.168.20.2","192.168.3.101","TCP","1514"
"58","32.180508","192.168.3.101","192.168.20.2","TCP","66"
"59","32.182049","192.168.20.2","192.168.3.101","HTTP","1351"
"60","32.186201","192.168.3.101","192.168.20.2","TCP","83"
"61","32.18624","192.168.3.101","192.168.20.2","TCP","2962"
"62","32.246794","192.168.3.101","192.168.20.2","HTTP","600"
"63","32.252048","192.168.20.2","192.168.3.101","TCP","66"
"64","32.280073","192.168.20.2","192.168.3.101","TCP","78"
"65","32.280323","192.168.3.101","192.168.20.2","TCP","1514"
"66","32.310006","192.168.20.2","192.168.3.101","TCP","78"
"67","32.310227","192.168.3.101","192.168.20.2","TCP","1514"
"68","32.332038","192.168.20.2","192.168.3.101","TCP","66"
"69","32.340086","192.168.20.2","192.168.3.101","HTTP","443"
"70","32.340339","192.168.3.101","192.168.20.2","TCP","83"
"72","32.399107","192.168.20.2","192.168.3.101","TCP","66"
"73","32.399331","192.168.3.101","192.168.20.2","HTTP","1108"
"74","32.42204","192.168.20.2","192.168.3.101","TCP","66"
"83","32.63427","192.168.20.2","192.168.3.101","STUN","142"
"84","32.634721","192.168.3.101","192.168.20.2","STUN","106"
"85","32.642131","192.168.20.2","192.168.3.101","TCP","74"
"88","32.642319","192.168.3.101","192.168.20.2","TCP","74"
"91","32.645493","192.168.3.101","192.168.20.2","STUN","138"
"92","32.661998","192.168.20.2","192.168.3.101","TCP","66"
"93","32.670004","192.168.20.2","192.168.3.101","STUN","106"
"95","32.689997","192.168.20.2","192.168.3.101","STUN","142"
"96","32.690248","192.168.3.101","192.168.20.2","STUN","106"
"97","32.693425","192.168.3.101","192.168.20.2","STUN","138"
"99","32.74168","192.168.3.101","192.168.20.2","STUN","138"
"100","32.779462","192.168.20.2","192.168.3.101","DTLSv1.2","659"
"101","32.779484","192.168.20.2","192.168.3.101","STUN","106"
"102","32.779493","192.168.20.2","192.168.3.101","STUN","142"
"104","32.779514","192.168.20.2","192.168.3.101","STUN","106"
"106","32.780559","192.168.3.101","192.168.20.2","DTLSv1.2","588"
"107","32.780579","192.168.3.101","192.168.20.2","STUN","106"
"108","32.810346","192.168.20.2","192.168.3.101","DTLSv1.2","612"
"109","32.810358","192.168.20.2","192.168.3.101","DTLSv1.2","179"
"111","32.813293","192.168.3.101","192.168.20.2","DTLSv1.2","123"
"112","32.813309","192.168.3.101","192.168.20.2","DTLSv1.2","379"
"114","32.840375","192.168.20.2","192.168.3.101","DTLSv1.2","435"
"115","32.840381","192.168.20.2","192.168.3.101","DTLSv1.2","435"
"119","32.840793","192.168.3.101","192.168.20.2","DTLSv1.2","435"
"120","32.840805","192.168.3.101","192.168.20.2","DTLSv1.2","111"
"121","32.840894","192.168.3.101","192.168.20.2","DTLSv1.2","111"
"122","32.840903","192.168.3.101","192.168.20.2","DTLSv1.2","131"
"123","32.870179","192.168.20.2","192.168.3.101","DTLSv1.2","111"
"124","32.870195","192.168.20.2","192.168.3.101","DTLSv1.2","127"
"125","32.870202","192.168.20.2","192.168.3.101","DTLSv1.2","147"
"126","32.870534","192.168.3.101","192.168.20.2","DTLSv1.2","107"
"135","33.031557","192.168.3.101","192.168.20.2","TCP","66"
"137","33.092007","192.168.20.2","192.168.3.101","TCP","66"
"147","33.320161","192.168.20.2","192.168.3.101","UDP","64"
"149","33.34077","192.168.3.101","192.168.20.2","TCP","66"
"151","33.402058","192.168.20.2","192.168.3.101","TCP","66"
"162","33.681118","192.168.20.2","192.168.3.101","STUN","142"
"163","33.681459","192.168.3.101","192.168.20.2","STUN","106"
"167","33.789515","192.168.3.101","192.168.20.2","STUN","138"
"169","33.820062","192.168.20.2","192.168.3.101","STUN","106"
"178","33.952039","192.168.20.2","192.168.3.101","UDP","64"
"186","34.2088","192.168.3.101","192.168.20.2","UDP","112"
"187","34.211274","192.168.3.101","192.168.20.2","UDP","300"
"188","34.213375","192.168.3.101","192.168.20.2","UDP","1150"
"189","34.223534","192.168.3.101","192.168.20.2","UDP","1150"
"192","34.233636","192.168.3.101","192.168.20.2","UDP","1150"
"193","34.243741","192.168.3.101","192.168.20.2","UDP","1150"
"195","34.253777","192.168.3.101","192.168.20.2","UDP","300"
"196","34.253799","192.168.3.101","192.168.20.2","UDP","1150"
"197","34.259851","192.168.3.101","192.168.20.2","UDP","1150"
"198","34.265004","192.168.3.101","192.168.20.2","UDP","1150"
"199","34.270135","192.168.3.101","192.168.20.2","UDP","1150"
"200","34.275241","192.168.3.101","192.168.20.2","UDP","1150"
"202","34.280057","192.168.20.2","192.168.3.101","UDP","84"
"205","34.330211","192.168.20.2","192.168.3.101","UDP","84"
"207","34.341085","192.168.3.101","192.168.20.2","UDP","1150"
"208","34.346183","192.168.3.101","192.168.20.2","UDP","1150"
"209","34.351207","192.168.3.101","192.168.20.2","UDP","1150"
"210","34.351238","192.168.3.101","192.168.20.2","UDP","1150"
"211","34.356311","192.168.3.101","192.168.20.2","UDP","1150"
"212","34.361399","192.168.3.101","192.168.20.2","UDP","1151"
"213","34.366503","192.168.3.101","192.168.20.2","UDP","1151"
"214","34.371606","192.168.3.101","192.168.20.2","UDP","1151"
"215","34.376618","192.168.3.101","192.168.20.2","UDP","1151"
"217","34.380051","192.168.20.2","192.168.3.101","UDP","80"
"218","34.381721","192.168.3.101","192.168.20.2","UDP","1151"
"219","34.386827","192.168.3.101","192.168.20.2","UDP","1151"
"220","34.391848","192.168.3.101","192.168.20.2","UDP","1151"
"221","34.396957","192.168.3.101","192.168.20.2","UDP","1151"
"224","34.442044","192.168.20.2","192.168.3.101","UDP","92"
"226","34.524028","192.168.20.2","192.168.3.101","UDP","112"
"230","34.613084","192.168.20.2","192.168.3.101","STUN","142"
"231","34.613427","192.168.3.101","192.168.20.2","STUN","106"
"240","34.741746","192.168.3.102","192.168.20.3","SIP","352"
"244","34.771299","192.168.20.3","192.168.3.102","SIP","402"
"245","34.771317","192.168.20.3","192.168.3.102","SIP","402"
"246","34.771612","192.168.3.102","192.168.20.3","SIP","344"
"247","34.794581","192.168.3.101","192.168.20.2","STUN","138"
"251","34.832253","192.168.20.4","192.168.3.103","TCP","74"
"252","34.832462","192.168.3.103","192.168.20.4","TCP","74"
"254","34.833435","192.168.3.102","192.168.20.3","SIP","352"
"257","34.854078","192.168.20.4","192.168.3.103","TCP","66"
"258","34.861997","192.168.20.4","192.168.3.103","HTTP","168"
"259","34.862147","192.168.3.103","192.168.20.4","TCP","66"
"260","34.862321","192.168.3.103","192.168.20.4","TCP","304"
"261","34.862344","192.168.3.103","192.168.20.4","HTTP","681"
"262","34.864003","192.168.20.2","192.168.3.101","STUN","106"
"263","34.868192","192.168.20.3","192.168.3.102","SIP","402"
"264","34.86821","192.168.20.3","192.168.3.102","SIP","402"
"265","34.868479","192.168.3.102","192.168.20.3","SIP","344"
"266","34.884049","192.168.20.4","192.168.3.103","TCP","66"
"268","34.892016","192.168.20.4","192.168.3.103","TCP","66"
"274","34.899985","192.168.20.4","192.168.3.103","TCP","66"
"275","34.900137","192.168.3.103","192.168.20.4","TCP","66"
"276","34.924076","192.168.20.4","192.168.3.103","TCP","66"
"277","34.937978","192.168.3.101","192.168.20.2","UDP","1172"
"278","34.938015","192.168.3.101","192.168.20.2","UDP","1172"
"280","34.941511","192.168.3.102","192.168.20.3","SIP","352"
"282","34.94306","192.168.3.101","192.168.20.2","UDP","1173"
"283","34.948165","192.168.3.101","192.168.20.2","UDP","1173"
"284","34.953262","192.168.3.101","192.168.20.2","UDP","1173"
"285","34.958366","192.168.3.101","192.168.20.2","UDP","1173"
"288","34.963433","192.168.3.101","192.168.20.2","UDP","1173"
"289","34.968475","192.168.3.101","192.168.20.2","UDP","1173"
"290","34.971211","192.168.20.3","192.168.3.102","SIP","402"
"291","34.971226","192.168.20.3","192.168.3.102","SIP","402"
"292","34.971556","192.168.3.102","192.168.20.3","SIP","344"
"293","34.980023","192.168.20.2","192.168.3.101","UDP","84"
"295","35.012044","192.168.20.4","192.168.3.103","TCP","74"
"296","35.012232","192.168.3.103","192.168.20.4","TCP","74"
"297","35.030049","192.168.20.2","192.168.3.101","UDP","84"
"299","35.033413","192.168.3.102","192.168.20.3","SIP","352"
"301","35.034036","192.168.20.4","192.168.3.103","TCP","66"
"302","35.042123","192.168.20.4","192.168.3.103","HTTP","168"
"303","35.042248","192.168.3.103","192.168.20.4","TCP","66"
"304","35.042293","192.168.3.103","192.168.20.4","TCP","304"
"305","35.042339","192.168.3.103","192.168.20.4","HTTP","681"
"308","35.06405","192.168.20.4","192.168.3.103","TCP","66"
"309","35.068232","192.168.20.3","192.168.3.102","SIP","402"
"310","35.068248","192.168.20.3","192.168.3.102","SIP","402"
"311","35.068571","192.168.3.102","192.168.20.3","SIP","344"
"312","35.072025","192.168.20.4","192.168.3.103","TCP","66"
"313","35.080016","192.168.20.4","192.168.3.103","TCP","66"
"314","35.080208","192.168.3.103","192.168.20.4","TCP","66"
"315","35.099964","192.168.3.101","192.168.20.2","UDP","1053"
"316","35.09999","192.168.3.101","192.168.20.2","UDP","1053"
"318","35.103999","192.168.20.4","192.168.3.103","TCP","66"
"319","35.105044","192.168.3.101","192.168.20.2","UDP","1054"
"320","35.110082","192.168.3.101","192.168.20.2","UDP","1054"
"321","35.11523","192.168.3.101","192.168.20.2","UDP","1054"
"322","35.120305","192.168.3.101","192.168.20.2","UDP","1054"
"323","35.130046","192.168.20.2","192.168.3.101","UDP","80"
"325","35.14144","192.168.3.102","192.168.20.3","SIP","352"
"327","35.171281","192.168.20.3","192.168.3.102","SIP","402"
"328","35.1713","192.168.20.3","192.168.3.102","SIP","402"
"329","35.171582","192.168.3.102","192.168.20.3","SIP","344"
"330","35.18204","192.168.20.4","192.168.3.103","TCP","74"
"331","35.182247","192.168.3.103","192.168.20.4","TCP","74"
"332","35.204098","192.168.20.4","192.168.3.103","TCP","66"
"335","35.212004","192.168.20.4","192.168.3.103","HTTP","168"
"336","35.212185","192.168.3.103","192.168.20.4","TCP","66"
"337","35.212267","192.168.3.103","192.168.20.4","TCP","304"
"338","35.212319","192.168.3.103","192.168.20.4","HTTP","681"
"339","35.21921","192.168.20.2","192.168.3.101","UDP","84"
"341","35.221437","192.168.3.101","192.168.20.2","UDP","988"
"342","35.221468","192.168.3.101","192.168.20.2","UDP","988"
"343","35.226497","192.168.3.101","192.168.20.2","UDP","988"
"344","35.231634","192.168.3.101","192.168.20.2","UDP","989"
"346","35.233434","192.168.3.102","192.168.20.3","SIP","352"
"348","35.234038","192.168.20.4","192.168.3.103","TCP","66"
"349","35.24212","192.168.20.4","192.168.3.103","TCP","66"
"350","35.242136","192.168.20.4","192.168.3.103","TCP","66"
"351","35.242313","192.168.3.103","192.168.20.4","TCP","66"
"354","35.264058","192.168.20.4","192.168.3.103","TCP","66"
"355","35.268245","192.168.20.3","192.168.3.102","SIP","402"
"356","35.268263","192.168.20.3","192.168.3.102","SIP","402"
"357","35.268575","192.168.3.102","192.168.20.3","SIP","344"
"358","35.277232","192.168.3.101","192.168.20.2","UDP","1008"
"359","35.277258","192.168.3.101","192.168.20.2","UDP","1009"
"360","35.280059","192.168.20.2","192.168.3.101","UDP","84"
"361","35.282269","192.168.3.101","192.168.20.2","UDP","1009"
"363","35.337399","192.168.3.101","192.168.20.2","UDP","112"
"364","35.3381","192.168.3.101","192.168.20.2","UDP","985"
"365","35.33813","192.168.3.101","192.168.20.2","UDP","986"
"367","35.341507","192.168.3.102","192.168.20.3","SIP","352"
"369","35.343042","192.168.3.101","192.168.20.2","UDP","986"
"370","35.352029","192.168.20.4","192.168.3.103","TCP","74"
"371","35.352218","192.168.3.103","192.168.20.4","TCP","74"
"373","35.369164","192.168.20.2","192.168.3.101","UDP","84"
"376","35.3713","192.168.20.3","192.168.3.102","SIP","402"
"377","35.371318","192.168.20.3","192.168.3.102","SIP","402"
"378","35.371591","192.168.3.102","192.168.20.3","SIP","344"
"379","35.374141","192.168.20.4","192.168.3.103","TCP","66"
"380","35.378488","192.168.3.101","192.168.20.2","UDP","1009"
"381","35.378518","192.168.3.101","192.168.20.2","UDP","1010"
"382","35.382065","192.168.20.4","192.168.3.103","HTTP","168"
"383","35.382194","192.168.3.103","192.168.20.4","TCP","66"
"384","35.382249","192.168.3.103","192.168.20.4","TCP","304"
"385","35.382285","192.168.3.103","192.168.20.4","HTTP","681"
"386","35.383579","192.168.3.101","192.168.20.2","UDP","1010"
"387","35.396069","192.168.20.2","192.168.3.101","UDP","84"
"388","35.403997","192.168.20.4","192.168.3.103","TCP","66"
"389","35.412149","192.168.20.4","192.168.3.103","TCP","66"
"390","35.419","192.168.3.101","192.168.20.2","UDP","1112"
"391","35.419031","192.168.3.101","192.168.20.2","UDP","1112"
"392","35.419961","192.168.20.4","192.168.3.103","TCP","66"
"393","35.420128","192.168.3.103","192.168.20.4","TCP","66"
"394","35.424079","192.168.3.101","192.168.20.2","UDP","1113"
"395","35.429204","192.168.3.101","192.168.20.2","UDP","1113"
"397","35.433373","192.168.3.102","192.168.20.3","SIP","352"
"399","35.434256","192.168.3.101","192.168.20.2","UDP","1113"
"400","35.439387","192.168.3.101","192.168.20.2","UDP","1113"
"401","35.444089","192.168.20.4","192.168.3.103","TCP","66"
"403","35.45804","192.168.20.2","192.168.3.101","UDP","84"
"406","35.461274","192.168.20.3","192.168.3.102","SIP","402"
"407","35.461292","192.168.20.3","192.168.3.102","SIP","402"
"408","35.461601","192.168.3.102","192.168.20.3","SIP","344"
"409","35.479862","192.168.3.101","192.168.20.2","UDP","1045"
"410","35.479892","192.168.3.101","192.168.20.2","UDP","1045"
"411","35.480074","192.168.20.2","192.168.3.101","UDP","84"
"413","35.484963","192.168.3.101","192.168.20.2","UDP","1045"
"414","35.490004","192.168.3.101","192.168.20.2","UDP","1045"
"415","35.4951","192.168.3.101","192.168.20.2","UDP","1045"
"416","35.50017","192.168.3.101","192.168.20.2","UDP","1045"
"417","35.510008","192.168.20.2","192.168.3.101","UDP","112"
"418","35.522061","192.168.20.4","192.168.3.103","TCP","74"
"419","35.522264","192.168.3.103","192.168.20.4","TCP","74"
"421","35.530124","192.168.20.2","192.168.3.101","UDP","84"
"423","35.540666","192.168.3.101","192.168.20.2","UDP","1195"
"424","35.540696","192.168.3.101","192.168.20.2","UDP","1195"
"426","35.541479","192.168.3.102","192.168.20.3","SIP","352"
"428","35.544018","192.168.20.4","192.168.3.103","TCP","66"
"429","35.545739","192.168.3.101","192.168.20.2","UDP","1195"
"430","35.5508","192.168.3.101","192.168.20.2","UDP","1195"
"431","35.55204","192.168.20.4","192.168.3.103","HTTP","168"
"432","35.552197","192.168.3.103","192.168.20.4","TCP","66"
"433","35.552264","192.168.3.103","192.168.20.4","TCP","304"
"434","35.552383","192.168.3.103","192.168.20.4","HTTP","681"
"435","35.555856","192.168.3.101","192.168.20.2","UDP","1195"
"436","35.560929","192.168.3.101","192.168.20.2","UDP","1196"
"437","35.566026","192.168.3.101","192.168.20.2","UDP","1196"
"438","35.571252","192.168.20.3","192.168.3.102","SIP","402"
"439","35.571269","192.168.20.3","192.168.3.102","SIP","402"
"440","35.571644","192.168.3.102","192.168.20.3","SIP","344"
"441","35.573964","192.168.20.4","192.168.3.103","TCP","66"
"443","35.580192","192.168.20.2","192.168.3.101","UDP","84"
"444","35.582133","192.168.20.4","192.168.3.103","TCP","66"
"445","35.590096","192.168.20.4","192.168.3.103","TCP","66"
"446","35.590274","192.168.3.103","192.168.20.4","TCP","66"
"449","35.606611","192.168.3.101","192.168.20.2","UDP","1166"
"450","35.606642","192.168.3.101","192.168.20.2","UDP","1166"
"451","35.611657","192.168.3.101","192.168.20.2","UDP","1166"
"452","35.614045","192.168.20.4","192.168.3.103","TCP","66"
"453","35.616708","192.168.3.101","192.168.20.2","UDP","1166"
"454","35.621786","192.168.3.101","192.168.20.2","UDP","1167"
"455","35.626875","192.168.3.101","192.168.20.2","UDP","1167"
"457","35.630101","192.168.20.2","192.168.3.101","UDP","84"
"460","35.633378","192.168.3.102","192.168.20.3","SIP","356"
"462","35.66834","192.168.20.3","192.168.3.102","SIP","406"
"463","35.668359","192.168.20.3","192.168.3.102","SIP","406"
"464","35.66872","192.168.3.102","192.168.20.3","SIP","348"
"466","35.680088","192.168.20.2","192.168.3.101","UDP","84"
"467","35.692011","192.168.20.4","192.168.3.103","TCP","74"
"468","35.69226","192.168.3.103","192.168.20.4","TCP","74"
"469","35.714028","192.168.20.4","192.168.3.103","TCP","66"
"470","35.722127","192.168.20.4","192.168.3.103","HTTP","168"
"471","35.722243","192.168.3.103","192.168.20.4","TCP","66"
"472","35.72235","192.168.3.103","192.168.20.4","TCP","304"
"473","35.722485","192.168.3.103","192.168.20.4","HTTP","681"
"477","35.741472","192.168.3.102","192.168.20.3","SIP","356"
"479","35.744032","192.168.20.4","192.168.3.103","TCP","66"
"480","35.752109","192.168.20.4","192.168.3.103","TCP","66"
"481","35.752139","192.168.20.4","192.168.3.103","TCP","66"
"482","35.752278","192.168.3.103","192.168.20.4","TCP","66"
"484","35.76851","192.168.3.101","192.168.20.2","UDP","1198"
"485","35.768541","192.168.3.101","192.168.20.2","UDP","1198"
"486","35.771323","192.168.20.3","192.168.3.102","SIP","406"
"487","35.771343","192.168.20.3","192.168.3.102","SIP","406"
"488","35.771686","192.168.3.102","192.168.20.3","SIP","348"
"489","35.77361","192.168.3.101","192.168.20.2","UDP","1198"
"490","35.774046","192.168.20.4","192.168.3.103","TCP","66"
"491","35.778652","192.168.3.101","192.168.20.2","UDP","1199"
"492","35.783715","192.168.3.101","192.168.20.2","UDP","1199"
"493","35.788797","192.168.3.101","192.168.20.2","UDP","1199"
"494","35.793895","192.168.3.101","192.168.20.2","UDP","1199"
"499","35.833458","192.168.3.102","192.168.20.3","SIP","356"
"501","35.847055","192.168.20.2","192.168.3.101","UDP","88"
"502","35.862012","192.168.20.4","192.168.3.103","TCP","74"
"503","35.862201","192.168.3.103","192.168.20.4","TCP","74"
"504","35.868205","192.168.20.3","192.168.3.102","SIP","406"
"505","35.868214","192.168.20.3","192.168.3.102","SIP","406"
"506","35.868467","192.168.3.102","192.168.20.3","SIP","348"
"507","35.88407","192.168.20.4","192.168.3.103","TCP","66"
"508","35.89206","192.168.20.4","192.168.3.103","HTTP","168"
"509","35.892181","192.168.3.103","192.168.20.4","TCP","66"
"510","35.892266","192.168.3.103","192.168.20.4","TCP","304"
"511","35.892287","192.168.3.103","192.168.20.4","HTTP","681"
"517","35.914102","192.168.20.4","192.168.3.103","TCP","66"
"518","35.915332","192.168.3.101","192.168.20.2","UDP","1182"
"519","35.915362","192.168.3.101","192.168.20.2","UDP","1183"
"520","35.920363","192.168.3.101","192.168.20.2","UDP","1183"
"521","35.922036","192.168.20.4","192.168.3.103","TCP","66"
"522","35.925445","192.168.3.101","192.168.20.2","UDP","1183"
"523","35.930055","192.168.20.4","192.168.3.103","TCP","66"
"524","35.93018","192.168.3.103","192.168.20.4","TCP","66"
"525","35.930532","192.168.3.101","192.168.20.2","UDP","1183"
"526","35.935568","192.168.3.101","192.168.20.2","UDP","1183"
"528","35.941519","192.168.3.102","192.168.20.3","SIP","356"
"530","35.954101","192.168.20.4","192.168.3.103","TCP","66"
"532","35.971287","192.168.20.3","192.168.3.102","SIP","406"
"533","35.971305","192.168.20.3","192.168.3.102","SIP","406"
"534","35.971627","192.168.3.102","192.168.20.3","SIP","348"
"535","35.997088","192.168.20.2","192.168.3.101","UDP","84"
"536","36.01155","192.168.3.101","192.168.20.2","UDP","1161"
"537","36.011581","192.168.3.101","192.168.20.2","UDP","1161"
"538","36.016606","192.168.3.101","192.168.20.2","UDP","1161"
"539","36.021686","192.168.3.101","192.168.20.2","UDP","1161"
"540","36.02677","192.168.3.101","192.168.20.2","UDP","1161"
"541","36.031843","192.168.3.101","192.168.20.2","UDP","1162"
"542","36.032034","192.168.20.4","192.168.3.103","TCP","74"
"543","36.032274","192.168.3.103","192.168.20.4","TCP","74"
"545","36.033408","192.168.3.102","192.168.20.3","SIP","356"
"547","36.041972","192.168.3.101","192.168.20.2","UDP","112"
"548","36.054029","192.168.20.4","192.168.3.103","TCP","66"
"550","36.059142","192.168.20.2","192.168.3.101","UDP","112"
"553","36.062016","192.168.20.4","192.168.3.103","HTTP","168"
"554","36.062179","192.168.3.103","192.168.20.4","TCP","66"
"555","36.062276","192.168.3.103","192.168.20.4","TCP","304"
"556","36.062292","192.168.3.103","192.168.20.4","HTTP","681"
"557","36.0683","192.168.20.3","192.168.3.102","SIP","406"
"558","36.068311","192.168.20.3","192.168.3.102","SIP","406"
"559","36.068565","192.168.3.102","192.168.20.3","SIP","348"
"560","36.080023","192.168.20.2","192.168.3.101","UDP","84"
"561","36.084027","192.168.20.4","192.168.3.103","TCP","66"
"562","36.092012","192.168.20.4","192.168.3.103","TCP","66"
"563","36.099992","192.168.20.4","192.168.3.103","TCP","66"
"564","36.100248","192.168.3.103","192.168.20.4","TCP","66"
"567","36.124088","192.168.20.4","192.168.3.103","TCP","66"
"569","36.141545","192.168.3.102","192.168.20.3","SIP","356"
"572","36.171322","192.168.20.3","192.168.3.102","SIP","406"
"573","36.17134","192.168.20.3","192.168.3.102","SIP","406"
"574","36.171722","192.168.3.102","192.168.20.3","SIP","348"
"575","36.20211","192.168.20.4","192.168.3.103","TCP","74"
"576","36.202331","192.168.3.103","192.168.20.4","TCP","74"
"579","36.224042","192.168.20.4","192.168.3.103","TCP","66"
"580","36.232061","192.168.20.4","192.168.3.103","HTTP","168"
"581","36.232334","192.168.3.103","192.168.20.4","TCP","66"
"582","36.232366","192.168.3.103","192.168.20.4","TCP","304"
"583","36.232452","192.168.3.103","192.168.20.4","HTTP","681"
"585","36.233397","192.168.3.102","192.168.20.3","SIP","356"
"589","36.254043","192.168.20.4","192.168.3.103","TCP","66"
"590","36.261985","192.168.20.4","192.168.3.103","TCP","66"
"591","36.261996","192.168.20.4","192.168.3.103","TCP","66"
"592","36.262092","192.168.3.103","192.168.20.4","TCP","66"
"593","36.268226","192.168.20.3","192.168.3.102","SIP","406"
"594","36.26824","192.168.20.3","192.168.3.102","SIP","406"
"595","36.268526","192.168.3.102","192.168.20.3","SIP","348"
"596","36.284045","192.168.20.4","192.168.3.103","TCP","66"
"601","36.341623","192.168.3.102","192.168.20.3","SIP","356"
"604","36.345374","192.168.3.101","192.168.20.2","UDP","1182"
"605","36.345405","192.168.3.101","192.168.20.2","UDP","1182"
"606","36.350447","192.168.3.101","192.168.20.2","UDP","1182"
"607","36.355458","192.168.3.101","192.168.20.2","UDP","1182"
"608","36.360576","192.168.3.101","192.168.20.2","UDP","1182"
"609","36.365684","192.168.3.101","192.168.20.2","UDP","1182"
"610","36.370712","192.168.3.101","192.168.20.2","UDP","1183"
"611","36.371314","192.168.20.3","192.168.3.102","SIP","406"
"612","36.371332","192.168.20.3","192.168.3.102","SIP","406"
"613","36.371559","192.168.3.102","192.168.20.3","SIP","348"
"614","36.37205","192.168.20.4","192.168.3.103","TCP","74"
"615","36.372247","192.168.3.103","192.168.20.4","TCP","74"
"616","36.375819","192.168.3.101","192.168.20.2","UDP","1183"
"617","36.377057","192.168.20.2","192.168.3.101","UDP","84"
"618","36.380817","192.168.3.101","192.168.20.2","UDP","1183"
"619","36.385943","192.168.3.101","192.168.20.2","UDP","1183"
"620","36.39103","192.168.3.101","192.168.20.2","UDP","1183"
"621","36.394016","192.168.20.4","192.168.3.103","TCP","66"
"622","36.396079","192.168.3.101","192.168.20.2","UDP","1183"
"625","36.401178","192.168.3.101","192.168.20.2","UDP","1183"
"626","36.402058","192.168.20.4","192.168.3.103","HTTP","168"
"627","36.402264","192.168.3.103","192.168.20.4","TCP","66"
"628","36.402324","192.168.3.103","192.168.20.4","TCP","304"
"629","36.402462","192.168.3.103","192.168.20.4","HTTP","681"
"630","36.421476","192.168.3.101","192.168.20.2","UDP","1188"
"631","36.421507","192.168.3.101","192.168.20.2","UDP","1188"
"632","36.424062","192.168.20.4","192.168.3.103","TCP","66"
"633","36.426516","192.168.3.101","192.168.20.2","UDP","1188"
"634","36.431624","192.168.3.101","192.168.20.2","UDP","1188"
"635","36.432001","192.168.20.4","192.168.3.103","TCP","66"
"636","36.432034","192.168.20.2","192.168.3.101","UDP","88"
"638","36.43341","192.168.3.102","192.168.20.3","SIP","356"
"640","36.436701","192.168.3.101","192.168.20.2","UDP","1188"
"641","36.440008","192.168.20.4","192.168.3.103","TCP","66"
"642","36.440249","192.168.3.103","192.168.20.4","TCP","66"
"643","36.441718","192.168.3.101","192.168.20.2","UDP","1188"
"644","36.461992","192.168.3.101","192.168.20.2","UDP","1139"
"645","36.462023","192.168.3.101","192.168.20.2","UDP","1139"
"646","36.464011","192.168.20.4","192.168.3.103","TCP","66"
"647","36.46707","192.168.3.101","192.168.20.2","UDP","1139"
"648","36.468181","192.168.20.3","192.168.3.102","SIP","406"
"649","36.468197","192.168.20.3","192.168.3.102","SIP","406"
"650","36.468469","192.168.3.102","192.168.20.3","SIP","348"
"651","36.472219","192.168.3.101","192.168.20.2","UDP","1139"
"652","36.477286","192.168.3.101","192.168.20.2","UDP","1139"
